Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmean (degrees C)
1,-111.5016,37.0704,1211,2019-09,0.01,23.9
1,-111.5016,37.0704,1211,2019-10,1.81,12.7
1,-111.5016,37.0704,1211,2019-11,37.71,7.2
1,-111.5016,37.0704,1211,2019-12,27.67,2
1,-111.5016,37.0704,1211,2020-01,2.09,1.5
1,-111.5016,37.0704,1211,2020-02,8.98,6
1,-111.5016,37.0704,1211,2020-03,24.84,10.3
1,-111.5016,37.0704,1211,2020-04,3.37,15.4
1,-111.5016,37.0704,1211,2020-05,2.86,22.4
1,-111.5016,37.0704,1211,2020-06,0,25.3
1,-111.5016,37.0704,1211,2020-07,12.6,28.7
1,-111.5016,37.0704,1211,2020-08,0,29.7
1,-111.5016,37.0704,1211,2020-09,0.26,23.1
1,-111.5016,37.0704,1211,2020-10,0.39,17.1
1,-111.5016,37.0704,1211,2020-11,3.14,8.2
1,-111.5016,37.0704,1211,2020-12,5.38,0.2
,,,,,,
2,-113.8104,37.661,1691,2006-01,23.63,0.4
2,-113.8104,37.661,1691,2006-02,3.91,1
2,-113.8104,37.661,1691,2006-03,104.38,2.3
2,-113.8104,37.661,1691,2006-04,25.78,8.5
2,-113.8104,37.661,1691,2006-05,2.87,15
2,-113.8104,37.661,1691,2006-06,3.83,20.7
2,-113.8104,37.661,1691,2006-07,45.79,24
2,-113.8104,37.661,1691,2006-08,3.43,21.9
2,-113.8104,37.661,1691,2006-09,26.76,15.4
2,-113.8104,37.661,1691,2006-10,60.25,9.1
2,-113.8104,37.661,1691,2006-11,0,5.2
2,-113.8104,37.661,1691,2006-12,30.71,-2.6
2,-113.8104,37.661,1691,2007-01,15.04,-7.7
2,-113.8104,37.661,1691,2007-02,30.41,1.6
2,-113.8104,37.661,1691,2007-03,8.88,6.2
2,-113.8104,37.661,1691,2007-04,43.43,8.6
2,-113.8104,37.661,1691,2007-05,6.2,14.5
2,-113.8104,37.661,1691,2007-06,5.36,19.5
2,-113.8104,37.661,1691,2007-07,23.67,24.5
2,-113.8104,37.661,1691,2007-08,26.82,22.8
2,-113.8104,37.661,1691,2007-09,47.02,17.3
2,-113.8104,37.661,1691,2007-10,1.21,9.9
2,-113.8104,37.661,1691,2007-11,5.92,5.7
2,-113.8104,37.661,1691,2007-12,77.28,-2.7
2,-113.8104,37.661,1691,2008-01,80.5,-2.9
2,-113.8104,37.661,1691,2008-02,47.25,-0.5
2,-113.8104,37.661,1691,2008-03,7.03,4.4
2,-113.8104,37.661,1691,2008-04,1,6.8
2,-113.8104,37.661,1691,2008-05,24.72,10.9
2,-113.8104,37.661,1691,2008-06,3.8,18.3
2,-113.8104,37.661,1691,2008-07,24.12,23.4
2,-113.8104,37.661,1691,2008-08,12.54,23
2,-113.8104,37.661,1691,2008-09,4.41,17.5
2,-113.8104,37.661,1691,2008-10,19.32,11
2,-113.8104,37.661,1691,2008-11,32.03,5.9
2,-113.8104,37.661,1691,2008-12,54.45,-2.3
2,-113.8104,37.661,1691,2009-01,30.14,-1
2,-113.8104,37.661,1691,2009-02,60.4,0.3
2,-113.8104,37.661,1691,2009-03,4.69,4.6
2,-113.8104,37.661,1691,2009-04,17.42,7.2
2,-113.8104,37.661,1691,2009-05,8.48,15.6
2,-113.8104,37.661,1691,2009-06,9.5,16.7
2,-113.8104,37.661,1691,2009-07,18.61,23.3
2,-113.8104,37.661,1691,2009-08,1.62,21.3
2,-113.8104,37.661,1691,2009-09,10.97,18.8
2,-113.8104,37.661,1691,2009-10,6.53,8.2
2,-113.8104,37.661,1691,2009-11,17.17,4.4
2,-113.8104,37.661,1691,2009-12,48.74,-3.5
2,-113.8104,37.661,1691,2010-01,81.13,-0.8
2,-113.8104,37.661,1691,2010-02,60.27,-0.3
2,-113.8104,37.661,1691,2010-03,41.91,4.1
2,-113.8104,37.661,1691,2010-04,47.62,6.6
2,-113.8104,37.661,1691,2010-05,6.82,9.4
2,-113.8104,37.661,1691,2010-06,7.89,18.4
2,-113.8104,37.661,1691,2010-07,13.85,23.3
2,-113.8104,37.661,1691,2010-08,34.91,21
2,-113.8104,37.661,1691,2010-09,2.78,17.3
2,-113.8104,37.661,1691,2010-10,88.99,11
2,-113.8104,37.661,1691,2010-11,39.53,2
2,-113.8104,37.661,1691,2010-12,180.56,1.5
2,-113.8104,37.661,1691,2011-01,2.38,-3.1
2,-113.8104,37.661,1691,2011-02,50.28,-0.8
2,-113.8104,37.661,1691,2011-03,32.78,4
2,-113.8104,37.661,1691,2011-04,20.89,6.8
2,-113.8104,37.661,1691,2011-05,35.44,9.5
2,-113.8104,37.661,1691,2011-06,1.86,16.6
2,-113.8104,37.661,1691,2011-07,28.26,21.5
2,-113.8104,37.661,1691,2011-08,9.22,22.3
2,-113.8104,37.661,1691,2011-09,21.23,18.1
2,-113.8104,37.661,1691,2011-10,64.14,10.5
2,-113.8104,37.661,1691,2011-11,21.96,3
2,-113.8104,37.661,1691,2011-12,15.11,-3.2
2,-113.8104,37.661,1691,2012-01,17.69,1.1
2,-113.8104,37.661,1691,2012-02,33.39,0.9
2,-113.8104,37.661,1691,2012-03,25.85,4.7
2,-113.8104,37.661,1691,2012-04,15.87,8.8
2,-113.8104,37.661,1691,2012-05,0,14
2,-113.8104,37.661,1691,2012-06,0,19.5
2,-113.8104,37.661,1691,2012-07,45.97,22.1
2,-113.8104,37.661,1691,2012-08,69.03,22.5
2,-113.8104,37.661,1691,2012-09,20.09,17.8
2,-113.8104,37.661,1691,2012-10,28.68,11.5
2,-113.8104,37.661,1691,2012-11,13,5.4
2,-113.8104,37.661,1691,2012-12,43.57,-0.6
2,-113.8104,37.661,1691,2013-01,17.92,-7.3
2,-113.8104,37.661,1691,2013-02,12.24,-0.7
2,-113.8104,37.661,1691,2013-03,21.72,6
2,-113.8104,37.661,1691,2013-04,14.9,7.8
2,-113.8104,37.661,1691,2013-05,8.78,12.8
2,-113.8104,37.661,1691,2013-06,0,20.4
2,-113.8104,37.661,1691,2013-07,56.88,23.9
2,-113.8104,37.661,1691,2013-08,29.47,21.1
2,-113.8104,37.661,1691,2013-09,64.6,16.3
2,-113.8104,37.661,1691,2013-10,12.78,8.4
2,-113.8104,37.661,1691,2013-11,28,4.1
2,-113.8104,37.661,1691,2013-12,20.74,-5
2,-113.8104,37.661,1691,2014-01,6.7,1.1
2,-113.8104,37.661,1691,2014-02,17.14,3.4
2,-113.8104,37.661,1691,2014-03,21.44,5.2
2,-113.8104,37.661,1691,2014-04,14.15,8.3
2,-113.8104,37.661,1691,2014-05,19.38,13
2,-113.8104,37.661,1691,2014-06,0,19.1
2,-113.8104,37.661,1691,2014-07,43.36,23.4
2,-113.8104,37.661,1691,2014-08,51.06,19.7
2,-113.8104,37.661,1691,2014-09,89.14,18.2
2,-113.8104,37.661,1691,2014-10,0,11.8
2,-113.8104,37.661,1691,2014-11,11.36,4.4
2,-113.8104,37.661,1691,2014-12,30.76,1.6
2,-113.8104,37.661,1691,2015-01,23.88,0.9
2,-113.8104,37.661,1691,2015-02,32.9,4.5
2,-113.8104,37.661,1691,2015-03,35.47,6.5
2,-113.8104,37.661,1691,2015-04,20.42,8
2,-113.8104,37.661,1691,2015-05,69.28,11.7
2,-113.8104,37.661,1691,2015-06,13.6,20.4
2,-113.8104,37.661,1691,2015-07,30.05,20.9
2,-113.8104,37.661,1691,2015-08,27.19,22.1
2,-113.8104,37.661,1691,2015-09,16.01,19.1
2,-113.8104,37.661,1691,2015-10,39.06,12.9
2,-113.8104,37.661,1691,2015-11,19.67,1.8
2,-113.8104,37.661,1691,2015-12,19.21,-1.8
2,-113.8104,37.661,1691,2016-01,42.43,-1.4
2,-113.8104,37.661,1691,2016-02,29.23,-0.8
2,-113.8104,37.661,1691,2016-03,19.51,6
2,-113.8104,37.661,1691,2016-04,47.74,8.7
2,-113.8104,37.661,1691,2016-05,7.61,12.2
2,-113.8104,37.661,1691,2016-06,7.81,21.7
2,-113.8104,37.661,1691,2016-07,24.56,23.5
2,-113.8104,37.661,1691,2016-08,41.17,21.5
2,-113.8104,37.661,1691,2016-09,10.69,16.8
2,-113.8104,37.661,1691,2016-10,14.7,12.6
2,-113.8104,37.661,1691,2016-11,25.12,5.8
2,-113.8104,37.661,1691,2016-12,78.63,-1.3
2,-113.8104,37.661,1691,2017-01,77.44,-1.9
2,-113.8104,37.661,1691,2017-02,26.18,3.4
2,-113.8104,37.661,1691,2017-03,19.68,7.3
2,-113.8104,37.661,1691,2017-04,14.51,7.6
2,-113.8104,37.661,1691,2017-05,3.83,12.6
2,-113.8104,37.661,1691,2017-06,0,20.7
2,-113.8104,37.661,1691,2017-07,55.51,23.9
2,-113.8104,37.661,1691,2017-08,33.72,22.1
2,-113.8104,37.661,1691,2017-09,33.16,16.3
2,-113.8104,37.661,1691,2017-10,0.01,9.7
2,-113.8104,37.661,1691,2017-11,5.15,7.4
2,-113.8104,37.661,1691,2017-12,3.59,0.4
2,-113.8104,37.661,1691,2018-01,36.42,1.7
2,-113.8104,37.661,1691,2018-02,22.23,1
2,-113.8104,37.661,1691,2018-03,40.92,4.2
2,-113.8104,37.661,1691,2018-04,6.74,10.2
2,-113.8104,37.661,1691,2018-05,14.55,13.8
2,-113.8104,37.661,1691,2018-06,0,20.2
2,-113.8104,37.661,1691,2018-07,39.29,24.1
2,-113.8104,37.661,1691,2018-08,13.26,22.7
2,-113.8104,37.661,1691,2018-09,4.15,18.6
2,-113.8104,37.661,1691,2018-10,78.44,9.3
2,-113.8104,37.661,1691,2018-11,18.93,2.7
2,-113.8104,37.661,1691,2018-12,11.87,-0.4
2,-113.8104,37.661,1691,2019-01,56.31,-1.3
2,-113.8104,37.661,1691,2019-02,87.06,-2
2,-113.8104,37.661,1691,2019-03,72.14,4.5
2,-113.8104,37.661,1691,2019-04,25.76,9
2,-113.8104,37.661,1691,2019-05,73.81,9.2
2,-113.8104,37.661,1691,2019-06,4.75,17
2,-113.8104,37.661,1691,2019-07,9.11,21.6
2,-113.8104,37.661,1691,2019-08,12.22,21.9
2,-113.8104,37.661,1691,2019-09,1.72,17.4
2,-113.8104,37.661,1691,2019-10,1.16,6.4
2,-113.8104,37.661,1691,2019-11,78.51,4.2
2,-113.8104,37.661,1691,2019-12,32.01,-0.6
2,-113.8104,37.661,1691,2020-01,4.2,0.5
2,-113.8104,37.661,1691,2020-02,23.08,0.2
2,-113.8104,37.661,1691,2020-03,65.34,4.6
2,-113.8104,37.661,1691,2020-04,31.13,8.2
2,-113.8104,37.661,1691,2020-05,1.25,14.2
2,-113.8104,37.661,1691,2020-06,1.04,17.9
2,-113.8104,37.661,1691,2020-07,0.6,22.3
2,-113.8104,37.661,1691,2020-08,3,23
2,-113.8104,37.661,1691,2020-09,0,17.8
2,-113.8104,37.661,1691,2020-10,0,11.5
2,-113.8104,37.661,1691,2020-11,10.16,3.9
2,-113.8104,37.661,1691,2020-12,9.38,-2.2
,,,,,,
3,-110.7117,39.1918,2089,2006-01,31.09,-2
3,-110.7117,39.1918,2089,2006-02,11.94,-1
3,-110.7117,39.1918,2089,2006-03,55.55,1.2
3,-110.7117,39.1918,2089,2006-04,21.68,8.4
3,-110.7117,39.1918,2089,2006-05,3.04,14.6
3,-110.7117,39.1918,2089,2006-06,13.15,20.1
3,-110.7117,39.1918,2089,2006-07,24.75,23.3
3,-110.7117,39.1918,2089,2006-08,33.43,20
3,-110.7117,39.1918,2089,2006-09,32.69,14.1
3,-110.7117,39.1918,2089,2006-10,105.9,7.9
3,-110.7117,39.1918,2089,2006-11,11.08,3.4
3,-110.7117,39.1918,2089,2006-12,14.58,-2.2
3,-110.7117,39.1918,2089,2007-01,9.73,-3.9
3,-110.7117,39.1918,2089,2007-02,15.31,0.3
3,-110.7117,39.1918,2089,2007-03,15.31,5.1
3,-110.7117,39.1918,2089,2007-04,18.37,8.2
3,-110.7117,39.1918,2089,2007-05,18.73,13.6
3,-110.7117,39.1918,2089,2007-06,5.63,19.9
3,-110.7117,39.1918,2089,2007-07,15.99,24.2
3,-110.7117,39.1918,2089,2007-08,38.42,22
3,-110.7117,39.1918,2089,2007-09,42.75,16.5
3,-110.7117,39.1918,2089,2007-10,26.57,8.7
3,-110.7117,39.1918,2089,2007-11,0,4.8
3,-110.7117,39.1918,2089,2007-12,54.46,-5.3
3,-110.7117,39.1918,2089,2008-01,43.76,-6.2
3,-110.7117,39.1918,2089,2008-02,49.89,-2.2
3,-110.7117,39.1918,2089,2008-03,11.95,1.5
3,-110.7117,39.1918,2089,2008-04,8.39,4.8
3,-110.7117,39.1918,2089,2008-05,27.85,10.5
3,-110.7117,39.1918,2089,2008-06,9.21,17.8
3,-110.7117,39.1918,2089,2008-07,9.16,23.1
3,-110.7117,39.1918,2089,2008-08,14.32,21.6
3,-110.7117,39.1918,2089,2008-09,19.46,16.3
3,-110.7117,39.1918,2089,2008-10,23.23,10.4
3,-110.7117,39.1918,2089,2008-11,15.96,4.5
3,-110.7117,39.1918,2089,2008-12,47.86,-3.6
3,-110.7117,39.1918,2089,2009-01,20.59,-1.5
3,-110.7117,39.1918,2089,2009-02,22.33,0.1
3,-110.7117,39.1918,2089,2009-03,11.73,3.1
3,-110.7117,39.1918,2089,2009-04,42.29,6.2
3,-110.7117,39.1918,2089,2009-05,50.51,13.8
3,-110.7117,39.1918,2089,2009-06,36.25,15.7
3,-110.7117,39.1918,2089,2009-07,7.31,22.7
3,-110.7117,39.1918,2089,2009-08,9.51,20.5
3,-110.7117,39.1918,2089,2009-09,30.66,17.8
3,-110.7117,39.1918,2089,2009-10,20.89,6.9
3,-110.7117,39.1918,2089,2009-11,5.15,3.7
3,-110.7117,39.1918,2089,2009-12,38.09,-5.7
3,-110.7117,39.1918,2089,2010-01,28.67,-3.1
3,-110.7117,39.1918,2089,2010-02,21.84,-3.1
3,-110.7117,39.1918,2089,2010-03,37.35,2
3,-110.7117,39.1918,2089,2010-04,20.39,6.5
3,-110.7117,39.1918,2089,2010-05,22.81,8.9
3,-110.7117,39.1918,2089,2010-06,18.38,18.3
3,-110.7117,39.1918,2089,2010-07,24.32,21.9
3,-110.7117,39.1918,2089,2010-08,32,20
3,-110.7117,39.1918,2089,2010-09,1.18,17.7
3,-110.7117,39.1918,2089,2010-10,89.12,10.2
3,-110.7117,39.1918,2089,2010-11,20.1,1
3,-110.7117,39.1918,2089,2010-12,85.7,0.2
3,-110.7117,39.1918,2089,2011-01,3.94,-3.5
3,-110.7117,39.1918,2089,2011-02,30.77,-3.2
3,-110.7117,39.1918,2089,2011-03,23.64,2.7
3,-110.7117,39.1918,2089,2011-04,26.14,5.6
3,-110.7117,39.1918,2089,2011-05,79.76,9
3,-110.7117,39.1918,2089,2011-06,12.8,16.9
3,-110.7117,39.1918,2089,2011-07,61.5,20.7
3,-110.7117,39.1918,2089,2011-08,21.51,22.1
3,-110.7117,39.1918,2089,2011-09,28.71,17.2
3,-110.7117,39.1918,2089,2011-10,47.17,9.7
3,-110.7117,39.1918,2089,2011-11,18.18,1.9
3,-110.7117,39.1918,2089,2011-12,9.89,-2.5
3,-110.7117,39.1918,2089,2012-01,19.91,-1
3,-110.7117,39.1918,2089,2012-02,27.5,-1.4
3,-110.7117,39.1918,2089,2012-03,11.52,5.1
3,-110.7117,39.1918,2089,2012-04,13.8,9.1
3,-110.7117,39.1918,2089,2012-05,0.01,14
3,-110.7117,39.1918,2089,2012-06,0,20.6
3,-110.7117,39.1918,2089,2012-07,44.1,21.9
3,-110.7117,39.1918,2089,2012-08,26.57,22.1
3,-110.7117,39.1918,2089,2012-09,29.81,17.1
3,-110.7117,39.1918,2089,2012-10,17.73,10.2
3,-110.7117,39.1918,2089,2012-11,7.28,5.3
3,-110.7117,39.1918,2089,2012-12,51.99,-3
3,-110.7117,39.1918,2089,2013-01,27.41,-5.1
3,-110.7117,39.1918,2089,2013-02,8.47,-3
3,-110.7117,39.1918,2089,2013-03,26.74,3.5
3,-110.7117,39.1918,2089,2013-04,39.6,6
3,-110.7117,39.1918,2089,2013-05,26.45,12.3
3,-110.7117,39.1918,2089,2013-06,0,19.8
3,-110.7117,39.1918,2089,2013-07,56.43,22.3
3,-110.7117,39.1918,2089,2013-08,48.03,19.9
3,-110.7117,39.1918,2089,2013-09,94.69,15.4
3,-110.7117,39.1918,2089,2013-10,32.64,7.4
3,-110.7117,39.1918,2089,2013-11,15.52,2.1
3,-110.7117,39.1918,2089,2013-12,20.81,-4.3
3,-110.7117,39.1918,2089,2014-01,12.05,-0.7
3,-110.7117,39.1918,2089,2014-02,16.32,0.2
3,-110.7117,39.1918,2089,2014-03,17.8,3.4
3,-110.7117,39.1918,2089,2014-04,21.05,6.5
3,-110.7117,39.1918,2089,2014-05,27.26,12.2
3,-110.7117,39.1918,2089,2014-06,1.86,17.8
3,-110.7117,39.1918,2089,2014-07,26.8,22.5
3,-110.7117,39.1918,2089,2014-08,55.32,18.6
3,-110.7117,39.1918,2089,2014-09,64.45,17.2
3,-110.7117,39.1918,2089,2014-10,5.58,11
3,-110.7117,39.1918,2089,2014-11,12.26,1.9
3,-110.7117,39.1918,2089,2014-12,48.47,-1.6
3,-110.7117,39.1918,2089,2015-01,22.17,0
3,-110.7117,39.1918,2089,2015-02,3.11,2.8
3,-110.7117,39.1918,2089,2015-03,24.58,6
3,-110.7117,39.1918,2089,2015-04,39.63,7.2
3,-110.7117,39.1918,2089,2015-05,60.84,10.7
3,-110.7117,39.1918,2089,2015-06,34.91,19.9
3,-110.7117,39.1918,2089,2015-07,28.63,19.9
3,-110.7117,39.1918,2089,2015-08,37.2,20.5
3,-110.7117,39.1918,2089,2015-09,17.16,18.2
3,-110.7117,39.1918,2089,2015-10,51.73,11.9
3,-110.7117,39.1918,2089,2015-11,22.2,0.8
3,-110.7117,39.1918,2089,2015-12,44.1,-4.1
3,-110.7117,39.1918,2089,2016-01,24.48,-3.6
3,-110.7117,39.1918,2089,2016-02,8.5,0.2
3,-110.7117,39.1918,2089,2016-03,14.7,4.3
3,-110.7117,39.1918,2089,2016-04,56.12,7.5
3,-110.7117,39.1918,2089,2016-05,22.27,11
3,-110.7117,39.1918,2089,2016-06,2.62,21
3,-110.7117,39.1918,2089,2016-07,20.46,21.7
3,-110.7117,39.1918,2089,2016-08,23.56,20
3,-110.7117,39.1918,2089,2016-09,86.51,15.3
